CAMIS,DBA,BORO,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,GRADE,SCORE,Latitude,Longitude
50056941,COARSE,Manhattan,10014.0,+16468961404,American,2023-08-10,Violations were cited in the following area(s).,A,13.0,40.739217644363,-74.003438986216
50056944,LES Q CARIBBEAN RESTAURANT,Bronx,10469.0,+13473266912,Caribbean,2023-02-22,Violations were cited in the following area(s).,A,9.0,40.88332560485,-73.856163185222
50056945,UNION SQUARE CAFE/ DAILY PROVISIONS,Manhattan,10003.0,+12122434020,American,2022-09-14,Violations were cited in the following area(s).,A,7.0,40.737671769238,-73.988026977398
50056957,NEUBERGER BERMAN EDR,Manhattan,10119.0,+13474974546,American,2023-01-20,Violations were cited in the following area(s).,A,12.0,40.760850108553,-73.979716722068
50056960,TOKYO GO GO,Queens,11363.0,+17182241888,Chinese,2023-12-18,Violations were cited in the following area(s).,A,6.0,40.765378123565,-73.744078604043
50056971,CHUNG KIWA RESTAURANT,Queens,11373.0,+17184780925,Korean,2023-06-07,Violations were cited in the following area(s).,B,27.0,40.746354783664,-73.891348079564
50056980,FAZIO'S,Brooklyn,11221.0,+13475293222,Pizza,2023-12-19,Violations were cited in the following area(s).,Z,21.0,40.694324985942,-73.910462865388
50056983,HUASCAR & COMPANY BAKESHOP,Manhattan,10019.0,+12129331041,Bakery Products/Desserts,2022-12-29,Violations were cited in the following area(s).,A,12.0,40.766615325711,-73.988599366875
50056993,CIVIC DELI,Manhattan,10013.0,+12126192721,American,2023-02-16,Violations were cited in the following area(s).,A,11.0,40.715821256441,-74.003538779306
50057006,ARTICHOKE BASILLE'S PIZZA,Brooklyn,11237.0,+17183860333,Pizza,2022-09-27,Violations were cited in the following area(s).,A,13.0,40.706493275462,-73.922763725663
50057010,ARTICHOKE BASILLE'S PIZZA,Brooklyn,11209.0,+13476626108,Pizza,2023-09-06,Violations were cited in the following area(s).,B,27.0,40.61901460571,-74.029907958454
50057012,WIN HING,Brooklyn,11209.0,+17189215926,Chinese,2022-09-19,Violations were cited in the following area(s).,A,0.0,40.613845388369,-74.032783461132
50057019,PARIS BAGUETTE,Queens,11104.0,+17187060404,Bakery Products/Desserts,2023-03-15,Violations were cited in the following area(s).,A,10.0,40.742482709214,-73.918846025455
50057029,Loring Place,Manhattan,10011.0,+12123881831,American,2023-02-14,Violations were cited in the following area(s).,A,7.0,40.732682382085,-73.997355163993
50057031,DOUGH BY LICASTRI,Staten Island,10304.0,+17186681600,Pizza,2023-03-06,Violations were cited in the following area(s).,B,16.0,40.594008667594,-74.099530912362
50057051,HONEYBRAINS,Manhattan,10012.0,+16466784092,American,2023-06-26,Violations were cited in the following area(s).,A,11.0,40.727132327424,-73.993765491778
50057052,THE FLOWER SHOP,Manhattan,10002.0,+12122574072,American,2022-01-25,Violations were cited in the following area(s).,A,10.0,40.718063509054,-73.992020342309
50057057,RIKO PERUVIAN CUISINE,Queens,11104.0,+19178326758,Latin American,2022-12-29,Violations were cited in the following area(s).,B,16.0,40.741884968148,-73.919723679321
50057059,THE SPANIARD,Manhattan,10014.0,+12129181986,American,2022-04-13,Violations were cited in the following area(s).,A,13.0,40.732696118666,-74.002017003593
50057064,POCHANA,Queens,11103.0,+17189569559,Thai,2023-04-08,Violations were cited in the following area(s).,A,9.0,40.766038761883,-73.919575322108
50057067,PEPPA'S JERK CHICKEN RESTAURANT,Brooklyn,11203.0,+13473833127,Caribbean,2023-12-05,Violations were cited in the following area(s).,A,12.0,40.656414524783,-73.930869872596
50057074,173 WEBSTER CAFE,Bronx,10457.0,+17186180832,Latin American,2022-05-13,Violations were cited in the following area(s).,A,12.0,40.843211391855,-73.903445214682
50057076,FOB RESTAURANT,Brooklyn,11231.0,+17188528994,Filipino,2022-08-20,Violations were cited in the following area(s).,A,13.0,40.682656033274,-73.993207205269
50057082,DAILY PRESS,Brooklyn,11233.0,+13474421410,Coffee/Tea,2024-01-04,Violations were cited in the following area(s).,A,8.0,40.678814317842,-73.910537850081
50057094,SUPREMA,Manhattan,10014.0,+16469644994,American,2022-12-13,Violations were cited in the following area(s).,A,10.0,40.73259451813,-74.003770600231
50057096,HONORE CLUB,Brooklyn,11237.0,+17607173551,American,2023-01-04,Violations were cited in the following area(s).,A,10.0,40.702151812348,-73.919879906502
50057161,SOFT SWERVE,Manhattan,10002.0,+16464766311,Frozen Desserts,2022-12-21,Violations were cited in the following area(s).,A,12.0,40.718046963453,-73.99098140178
50057181,FAMOUS ORIGINAL RAY'S PIZZA,Manhattan,10024.0,+12128731134,Pizza,2023-12-12,Violations were cited in the following area(s).,A,11.0,40.784042130939,-73.973960871976
50057183,FBGB,Manhattan,10003.0,+16505090279,American,2023-10-24,Violations were cited in the following area(s).,A,11.0,40.730834863461,-73.991401816101
50057195,CAT SPORTS PUB,Manhattan,10006.0,+19173272832,American,2023-12-05,Violations were cited in the following area(s).,A,9.0,40.708135159507,-74.013525878099
50057201,CORK & KALE (EVEN HOTEL NEW YORK-MIDTOWN EAST),Manhattan,10017.0,+12122390002,American,2022-09-27,Violations were cited in the following area(s).,A,11.0,40.751801968329,-73.97287630343
50057202,WETZEL'S PRETZELS,Brooklyn,11217.0,+17183983200,Hotdogs/Pretzels,2023-06-12,Violations were cited in the following area(s).,A,2.0,40.684429939379,-73.97772451861
50057206,HO WON BAKE,Manhattan,10013.0,+12129665626,Bakery Products/Desserts,2022-09-13,Violations were cited in the following area(s).,A,10.0,40.717446142301,-73.995948882346
50057216,SUBWAY,Queens,11432.0,+17182914011,Sandwiches,2023-04-21,Violations were cited in the following area(s).,A,8.0,40.710166505753,-73.794306391446
50057220,SUBWAY,Bronx,10467.0,+17185766031,Sandwiches,2024-01-09,Violations were cited in the following area(s).,A,10.0,40.881363144786,-73.882772852963
50057227,PASHA PIZZA PITA,Brooklyn,11238.0,+13474350666,Pizza,2023-01-05,Violations were cited in the following area(s).,A,12.0,40.677620499282,-73.959073267697
50057253,CHAMPIGNON CAFE,Manhattan,10029.0,+12129871700,American,2022-11-21,Violations were cited in the following area(s).,A,13.0,40.787614971601,-73.953866621707
50057262,THE BUND,Queens,11375.0,+17182758000,Chinese,2022-02-03,Violations were cited in the following area(s).,A,8.0,40.726808182151,-73.853345386649
50057270,KINGSBRIDGE SOCIAL CLUB,Bronx,10463.0,+13473465180,Pizza,2023-06-01,Violations were cited in the following area(s).,A,10.0,40.884457878402,-73.90188422905
50057296,DUNKIN,Queens,11356.0,+12037314439,Donuts,2022-03-16,Violations were cited in the following area(s).,A,6.0,40.781664120407,-73.830742604991
50057304,VINNIE'S PIZZERIA,Queens,11358.0,+17183528447,Pizza,2023-05-01,Violations were cited in the following area(s).,A,12.0,40.769489776433,-73.790057320994
50057374,TRIA DINER,Manhattan,10038.0,+12124063653,American,2022-10-03,Establishment re-opened by DOHMH.,Z,15.0,40.713526664484,-73.997860934141
50057380,THE BROOKLYN FIREFLY,Brooklyn,11209.0,+13475783701,New American,2022-05-20,Violations were cited in the following area(s).,A,12.0,40.634715623379,-74.026431001172
50057389,CHIPOTLE MEXICAN GRILL #2834,Queens,11374.0,+17185921476,Tex-Mex,2022-10-17,Violations were cited in the following area(s).,A,5.0,40.733428169799,-73.864170033452
50057392,VINTNER WINE MARKET (BEERS & CHEESE),Manhattan,10036.0,+12129577500,Sandwiches,2022-11-29,Violations were cited in the following area(s).,B,27.0,40.761403201746,-73.990470137081
50057422,BELLA NAPOLI,Bronx,10467.0,+17187985507,Pizza,2023-02-02,Violations were cited in the following area(s).,A,13.0,40.865487021788,-73.864719971896
50057426,DENNY'S,Queens,11372.0,+17184461312,American,2023-01-30,Violations were cited in the following area(s).,A,4.0,40.756054985164,-73.880514498644
50057443,VERITABLE,Manhattan,10065.0,+12127530600,American,2023-03-30,Violations were cited in the following area(s).,A,13.0,40.763277598194,-73.962402905614
50057456,KENNEDY FRIED CHICKEN,Brooklyn,11226.0,+13478276439,Chicken,2023-03-06,Violations were cited in the following area(s).,A,9.0,40.651390379139,-73.949625784635
50057474,DUNKIN,Bronx,10472.0,+17184844664,Donuts,2023-02-14,Violations were cited in the following area(s).,A,12.0,40.826465641093,-73.858349791334
50057481,FINE & RARE,Manhattan,10016.0,+19175950812,American,2023-03-08,Violations were cited in the following area(s).,A,10.0,40.750006001323,-73.982369172239
50057493,CHINA WOK,Bronx,10465.0,+17188288076,Chinese,2022-08-29,Violations were cited in the following area(s).,A,13.0,40.82398013547,-73.820018939609
50057504,JOE COFFEE,Manhattan,10001.0,+19176896042,Coffee/Tea,2023-01-27,Violations were cited in the following area(s).,A,4.0,40.752450190639,-74.000703815358
50057543,VICTORIAS PIZZA,Brooklyn,11229.0,+17188919496,Pizza,2023-01-30,Violations were cited in the following area(s).,A,12.0,40.592841719985,-73.925153296262
50057552,CROWN FRIED CHICKEN,Brooklyn,11208.0,+17184841955,Chicken,2023-01-23,Violations were cited in the following area(s).,B,25.0,40.667001591439,-73.881208132457
50057566,DOMINO'S,Queens,11422.0,+17187178877,Pizza,2022-10-19,Violations were cited in the following area(s).,A,11.0,40.665341299459,-73.730654702608
50057571,FOREVER INK BAR,Brooklyn,11226.0,+17182844029,American,2023-02-02,Violations were cited in the following area(s).,A,10.0,40.645259178385,-73.958022957884
50057576,SWEET POLLY,Brooklyn,11217.0,+17184849600,American,2022-11-04,Violations were cited in the following area(s).,A,10.0,40.680523469221,-73.974574707375
50057582,"JIMMY'S HOUSE, IF CHA",Manhattan,10010.0,+12127257888,Chinese,2022-11-28,Violations were cited in the following area(s).,B,23.0,40.74027311395,-73.982624363002
50057583,NICANDRAS,Brooklyn,11237.0,+17183812699,Italian,2023-03-21,Violations were cited in the following area(s).,A,4.0,40.699788355387,-73.915760586501
50057586,ZUCKER'S BAGELS AND SMOKED FISH,Manhattan,10023.0,+12128742800,Bagels/Pretzels,2023-04-11,Violations were cited in the following area(s).,A,13.0,40.777878343032,-73.978436940505
50057588,ELLA KITCHEN AND BAR,Manhattan,10023.0,+12125799929,Mediterranean,2022-09-19,Violations were cited in the following area(s).,A,11.0,40.77705777194,-73.979032964257
50057589,TOUS LES JOURS,Queens,11354.0,+17188881992,Bakery Products/Desserts,2023-03-14,Violations were cited in the following area(s).,A,12.0,40.75947767553,-73.832243080099
50057601,ZOE DELEU CATERING,Brooklyn,11206.0,+13472601904,Continental,2023-06-22,Violations were cited in the following area(s).,A,12.0,40.699955930336,-73.948449306538
50057614,TRAPIZZINO,Manhattan,10002.0,+12124752555,Italian,2023-04-25,Violations were cited in the following area(s).,A,10.0,40.720470421871,-73.989014946388
50057622,HILTON GARDEN INN CHELSEA,Manhattan,10001.0,+12125642181,American,2023-12-19,Violations were cited in the following area(s).,A,12.0,40.746389433798,-73.991342057188
50057623,MISTER BURRITO LOCO,Queens,11104.0,+17183616513,Mexican,2023-12-04,Violations were cited in the following area(s).,A,12.0,40.741016237975,-73.921691465694
50057633,MORGAN CAFE,Manhattan,10001.0,+12123302605,American,2022-09-08,Violations were cited in the following area(s).,B,23.0,40.750523359761,-73.998401122306
50057635,LA NUEVA AMISTAD BAKERY AND RESTAURANT,Queens,11358.0,+17184632477,Latin American,2023-06-15,Violations were cited in the following area(s).,A,12.0,40.761720771552,-73.803254150099
50057641,NORMA,Manhattan,10016.0,+12128890600,Italian,2022-08-17,Violations were cited in the following area(s).,A,7.0,40.743459318157,-73.979783386973
50057644,ZABROSURA RESTAURANT,Staten Island,10305.0,+17184428700,Latin American,2023-02-14,Violations were cited in the following area(s).,A,5.0,40.603153676062,-74.083112279312
50057673,YAMA RAMEN,Manhattan,10036.0,+12128326688,Japanese,2022-12-05,Violations were cited in the following area(s).,A,13.0,40.758198776766,-73.980320339473
50057675,MING WONG,Bronx,10453.0,+17185629793,Chinese,2023-05-31,Establishment re-opened by DOHMH.,Z,2.0,40.853813196193,-73.908808636822
50057703,PACIFIC KITCHEN,Staten Island,10306.0,+17189486888,Asian/Asian Fusion,2022-09-30,Violations were cited in the following area(s).,A,11.0,40.546957120377,-74.158283461329
50057717,TEA STATION,Queens,11361.0,+19175489722,Chinese,2023-12-05,Violations were cited in the following area(s).,A,13.0,40.756567942527,-73.767545767178
50057727,"YIWANMEN, CHONG QING NOODLE",Manhattan,10013.0,+12129968998,Chinese,2023-03-01,Violations were cited in the following area(s).,A,9.0,40.71927417197,-73.996374456507
50057733,NEW LOTS RESTAURANT,Brooklyn,11207.0,+13475338716,Spanish,2023-03-20,Violations were cited in the following area(s).,A,12.0,40.662420046446,-73.891780885036
50057744,DER PIONEER,Brooklyn,11218.0,+19175337825,American,2023-04-12,Violations were cited in the following area(s).,A,9.0,40.645883777539,-73.972040267535
50057753,ALEX'S PIZZA & DELI,Queens,11372.0,+17187797200,American,2022-11-02,Violations were cited in the following area(s).,A,12.0,40.750629546719,-73.895560250748
50057765,TIR NA NOG,Manhattan,10001.0,+12126300249,Irish,2022-09-29,Violations were cited in the following area(s).,Z,22.0,40.749727207973,-73.993532382717
50057778,WHITMANS,Manhattan,10001.0,+12128371416,American,2023-01-12,Violations were cited in the following area(s).,B,26.0,40.752118070946,-74.001158582559
50057786,MUSASHI ASIAN CUISINE,Brooklyn,11211.0,+17183885081,Asian/Asian Fusion,2023-06-02,Violations were cited in the following area(s).,A,9.0,40.710939013348,-73.951319208594
50057789,STARBUCKS COFFEE,Manhattan,10027.0,+19292432549,Coffee/Tea,2023-02-02,Violations were cited in the following area(s).,A,7.0,40.814677403427,-73.959035623849
50057793,ORCHARD GROCER,Manhattan,10002.0,+16467579910,Vegetarian,2023-05-18,Violations were cited in the following area(s).,A,7.0,40.717681865782,-73.990443945873
50057810,OCAFE,Manhattan,10011.0,+12122292233,Coffee/Tea,2022-08-02,Violations were cited in the following area(s).,A,5.0,40.735926704359,-73.997867429083
50057811,TEXAS CHICKEN AND BURGERS,Manhattan,10029.0,+12128313701,Chicken,2023-05-11,Violations were cited in the following area(s).,A,2.0,40.787739846011,-73.94453511499
50057816,JC TASTES,Queens,11374.0,+17182753007,Chinese,2023-01-24,Violations were cited in the following area(s).,A,13.0,40.731137239254,-73.860389766477
50057817,SOFIA & GRACE COOKIE COMPANY,Brooklyn,11233.0,+17184508034,Bakery Products/Desserts,2023-03-23,Violations were cited in the following area(s).,A,2.0,40.684365064439,-73.922991368812
50057819,FRATELLI'S PIZZERIA,Brooklyn,11204.0,+17182561232,Pizza,2023-09-18,Violations were cited in the following area(s).,A,13.0,40.61502470798,-73.994309076462
50057826,CACHAPAS Y MAS,Queens,11385.0,+13477213767,Latin American,2023-09-15,Violations were cited in the following area(s).,A,13.0,40.703142216968,-73.908279785096
50057837,BO'S BAGELS,Manhattan,10026.0,+19179028345,Bagels/Pretzels,2023-05-18,Violations were cited in the following area(s).,A,13.0,40.803852971172,-73.95401786895
50057842,DUNKIN,Bronx,10459.0,+17183785672,Donuts,2023-03-20,Violations were cited in the following area(s).,A,12.0,40.820427129385,-73.890984601453
50057848,TRI DIM SHANGHAI,Manhattan,10075.0,+12125853388,Chinese,2022-09-19,Violations were cited in the following area(s).,A,2.0,40.773837758207,-73.957627485003
50057858,MEXICO 2000,Brooklyn,11211.0,+17184070109,Mexican,2023-01-03,Violations were cited in the following area(s).,A,7.0,40.707427226904,-73.955040458707
50057865,CRAFT CULTURE,Queens,11385.0,+17186283931,American,2022-12-21,Violations were cited in the following area(s).,A,10.0,40.7004916837,-73.899548532121
50057884,PAN-TASTIC,Queens,11101.0,+17187865280,Korean,2023-11-27,Violations were cited in the following area(s).,A,8.0,40.753068276318,-73.921377667644
50057892,Xhale,Queens,11375.0,+17184844746,Other,2023-04-13,Violations were cited in the following area(s).,A,13.0,40.72080194518,-73.846533085777
50057895,MIS ANTOJITOS AND NATURAL JUICE BAR,Bronx,10472.0,+13475908673,"Juice, Smoothies, Fruit Salads",2023-03-09,Violations were cited in the following area(s).,Z,30.0,40.831307503712,-73.875023471497
50057896,MADISON CAFE,Bronx,10453.0,+17189933636,American,2022-12-05,Violations were cited in the following area(s).,A,7.0,40.852854847871,-73.904884303673
50057940,THE CRAIC,Brooklyn,11211.0,+13473842772,Irish,2022-07-22,Violations were cited in the following area(s).,A,5.0,40.718502303219,-73.954867015605
50057973,PAPAYE DINER,Bronx,10458.0,+17186760771,African,2023-02-07,Violations were cited in the following area(s).,A,13.0,40.857601690867,-73.899834507873
50057976,VIVA FELIZ 365 (Herbalife),Queens,11372.0,+13478136851,"Juice, Smoothies, Fruit Salads",2023-02-13,Violations were cited in the following area(s).,A,4.0,40.752461042319,-73.874392355263
50057977,KAZUNORI,Manhattan,10001.0,+13475945940,Japanese,2023-04-19,Violations were cited in the following area(s).,A,12.0,40.74514305044,-73.988382911821
50057979,BIGWELL BAKERY AND HALAL RESTAURANT,Queens,11417.0,+17184803875,Bakery Products/Desserts,2023-05-10,Violations were cited in the following area(s).,A,13.0,40.683392885062,-73.834331750737
50057982,KI SUSHI,Brooklyn,11217.0,+17182301381,Japanese,2022-12-13,Violations were cited in the following area(s).,A,10.0,40.678492073806,-73.973421791537
50057983,ROSMAR DELI RESTAURANT,Queens,11368.0,+13476658538,Spanish,2023-06-12,Establishment re-opened by DOHMH.,Z,0.0,40.758512210903,-73.844424464866
50057988,CHINESE TUXEDO/PEACHY'S,Manhattan,10013.0,+16468959301,Chinese,2023-05-02,Violations were cited in the following area(s).,A,12.0,40.714308924856,-73.997929446427
50057994,MIRROR TEA HOUSE,Brooklyn,11215.0,+19179090577,Coffee/Tea,2023-05-12,Violations were cited in the following area(s).,A,12.0,40.678713928071,-73.986379163625
50057995,AMAZON NYC,Manhattan,10001.0,+19178470043,American,2022-05-10,Violations were cited in the following area(s).,A,13.0,40.748683418484,-73.985137706937
50057998,OLYMPIA DELI & JUICE,Manhattan,10010.0,+12129245074,American,2023-12-15,Violations were cited in the following area(s).,A,11.0,40.744418721648,-73.991706810427
50058008,LELI'S BAKERY & PASTRY SHOP,Queens,11103.0,+17186268090,Bakery Products/Desserts,2023-06-26,Violations were cited in the following area(s).,A,11.0,40.765285579854,-73.91799505102
50058017,YONG KANG STREET,Brooklyn,11234.0,+17183380200,Chinese,2022-12-01,Violations were cited in the following area(s).,B,21.0,40.609928854538,-73.922281617072
50058018,DUNKIN BASKIN ROBBINS,Queens,11377.0,+17182057105,Donuts,2023-04-10,Violations were cited in the following area(s).,A,4.0,40.745654169547,-73.902807618824
50058025,HAPPY WOK,Brooklyn,11238.0,+17186223396,Chinese,2023-04-25,Violations were cited in the following area(s).,A,2.0,40.672539272129,-73.957302753114
50058027,SOUL OF THE SEA,Brooklyn,11207.0,+19172831983,American,2023-03-09,Violations were cited in the following area(s).,A,13.0,40.660080722754,-73.885343818792
50058053,RED HOT II,Brooklyn,11215.0,+17183692577,Chinese,2023-03-07,Violations were cited in the following area(s).,C,28.0,40.666194419994,-73.982142691998
50058057,SUBWAY,Bronx,10463.0,+19172785700,Sandwiches,2023-08-30,Violations were cited in the following area(s).,A,13.0,40.885982242697,-73.909863783038
50058090,RETRO FITNESS,Staten Island,10309.0,+17182277300,"Juice, Smoothies, Fruit Salads",2022-12-05,Violations were cited in the following area(s).,A,5.0,40.527842780907,-74.233371557652
50058095,TEXAS CHICKEN & BURGERS,Brooklyn,11226.0,+17188262493,Chicken,2023-05-25,Violations were cited in the following area(s).,A,11.0,40.649860468666,-73.960957098708
50058097,CROWN FRIED CHICKEN,Brooklyn,11213.0,+19179662500,Chicken,2023-03-08,Violations were cited in the following area(s).,A,9.0,40.673780611026,-73.930657130826
50058113,4 CHARLES RIB PRIME RIB,Manhattan,10014.0,+13127183209,Steakhouse,2023-03-10,Violations were cited in the following area(s).,A,11.0,40.735254255334,-74.000609815285
50058131,THAI BKK,Manhattan,10035.0,+12128602737,Thai,2023-10-11,Violations were cited in the following area(s).,A,12.0,40.802967353582,-73.938432444269
50058133,WENDY'S,Queens,11361.0,+17182243636,Hamburgers,2023-06-20,Violations were cited in the following area(s).,A,10.0,40.761468620827,-73.761474940957
50058136,WENDY'S,Queens,11374.0,+17182756221,Hamburgers,2023-06-12,Violations were cited in the following area(s).,A,7.0,40.711774291813,-73.859297848111
50058137,WENDY'S,Queens,11354.0,+17187624055,Hamburgers,2023-05-22,Violations were cited in the following area(s).,A,7.0,40.768655367733,-73.835487101867
50058139,JANE,Manhattan,10012.0,+12122547000,American,2022-08-29,Violations were cited in the following area(s).,A,12.0,40.727151709687,-74.000349969603
50058152,BAYSIDE CHICKEN LOVERS,Queens,11361.0,+17182258482,Chicken,2023-03-01,Violations were cited in the following area(s).,B,24.0,40.760555287245,-73.767149162918
50058155,COCINA LATINA,Manhattan,10034.0,+12125442223,Latin American,2022-12-07,Violations were cited in the following area(s).,A,11.0,40.868266491555,-73.919201730342
50058157,EL SAZON DE OLGA RESTAURANT,Bronx,10472.0,+13476570955,Latin American,2023-03-30,Violations were cited in the following area(s).,B,20.0,40.82799227235,-73.850133206865
50058174,SMOKE BBQ PIT,Queens,11434.0,+17183416100,Barbecue,2023-09-07,Violations were cited in the following area(s).,A,11.0,40.680730160539,-73.763722585994
50058180,POPEYES,Manhattan,10029.0,+16467679004,Chicken,2022-04-07,Violations were cited in the following area(s).,A,5.0,40.791135328134,-73.9450017593
50058188,GOLDEN FLOWER RESTAURANT,Bronx,10472.0,+17184092010,Chinese,2023-12-07,Violations were cited in the following area(s).,A,12.0,40.831507785291,-73.867597107617
50058195,LIANJIANG RESTAURANT,Manhattan,10002.0,+12122263088,Chinese,2023-01-27,Violations were cited in the following area(s).,C,28.0,40.714303286953,-73.993809983219
50058218,CHIPOTLE MEXICAN GRILL #2838,Bronx,10451.0,+17186655238,Tex-Mex,2023-08-31,Violations were cited in the following area(s).,A,5.0,40.825678904356,-73.91881282016
50058219,HAN JOO BBQ CYCJ,Queens,11355.0,+17183596888,Korean,2022-08-05,Violations were cited in the following area(s).,A,13.0,40.762113093414,-73.814688971988
50058237,CYCLO,Queens,11101.0,+17187868309,Southeast Asian,2023-03-15,Violations were cited in the following area(s).,A,12.0,40.745875953294,-73.95513711591
50058238,WANG EASTERN OF ZHANG,Bronx,10456.0,+17185850915,Chinese,2022-01-24,Violations were cited in the following area(s).,A,2.0,40.822669388704,-73.903009041582
50058239,HEIGHTS FALAFEL,Brooklyn,11201.0,+17184880808,Middle Eastern,2022-11-21,Violations were cited in the following area(s).,B,16.0,40.698496077933,-73.992523979822
50058240,ALOAF CAFE,Manhattan,10029.0,+12128288896,Bakery Products/Desserts,2022-08-04,Violations were cited in the following area(s).,B,27.0,40.794389852001,-73.943456910092
50058247,WING HING CHINESE RESTAURANT,Brooklyn,11226.0,+17182848455,Chinese,2023-03-01,Violations were cited in the following area(s).,A,2.0,40.642116104372,-73.957214196075
50058248,NACHO MACHO TACO,Brooklyn,11217.0,+17186228282,Tex-Mex,2022-11-30,Violations were cited in the following area(s).,A,12.0,40.680557049559,-73.977660919991
50058269,ESPINAL DELI & GROCERY,Brooklyn,11205.0,+17188571784,Spanish,2022-05-13,Violations were cited in the following area(s).,A,12.0,40.690257258274,-73.951557934126
50058293,JERK HOUSE CARIBBEAN RESTAURANT,Bronx,10466.0,+19177219050,Caribbean,2022-12-06,Violations were cited in the following area(s).,B,18.0,40.894716792466,-73.856630362118
50058300,"FLYING TACOS, NY FRESH SUBS, WURST",Queens,11430.0,+16462463006,Tex-Mex,2023-06-22,Violations were cited in the following area(s).,A,5.0,40.648312826068,-73.788281497594
50058302,THE HIGHWATER,Queens,11106.0,+12063758961,Hawaiian,2022-09-06,Violations were cited in the following area(s).,B,17.0,40.760727102605,-73.922769179643
50058308,FEI MA,Manhattan,10009.0,+12126733300,Chinese,2022-12-28,Violations were cited in the following area(s).,A,11.0,40.725004229307,-73.984305994491
50058321,SUMA PIZZA,Bronx,10451.0,+17184847015,Pizza,2022-01-24,Violations were cited in the following area(s).,B,20.0,40.827379065304,-73.924548802693
50058330,Mike's,Manhattan,10016.0,+17187305025,Coffee/Tea,2022-10-03,Violations were cited in the following area(s).,A,7.0,40.746254066103,-73.983398726189
50058333,"DUNKIN', 'BASKIN ROBBINS",Bronx,10455.0,+17187179945,American,2023-11-27,Violations were cited in the following area(s).,A,12.0,40.815356606899,-73.915946110569
50058340,LITTLE CAESARS,Manhattan,10029.0,+12129961001,Pizza,2023-06-14,Violations were cited in the following area(s).,A,4.0,40.791952974853,-73.944401578848
50058345,KING'S CHEF CHINESE RESTAURANT,Bronx,10459.0,+17186172988,Chinese,2023-06-15,Violations were cited in the following area(s).,A,11.0,40.825847145505,-73.899062272294
50058349,OMAR'S MEDITERRANEAN CUISINE,Manhattan,10016.0,+12122130009,Mediterranean,2023-05-03,Violations were cited in the following area(s).,A,5.0,40.751037817786,-73.981029872738
50058350,XIANG ZHI RESTAURANT,Brooklyn,11220.0,+17184362039,Chinese,2023-01-13,Establishment re-opened by DOHMH.,Z,2.0,40.64058949285,-74.007847847158
50058382,ONE UP BISTRO,Manhattan,10029.0,+19174920697,American,2023-01-06,Violations were cited in the following area(s).,C,33.0,40.788117119743,-73.953515981069
50058388,SPOT DESSERT BAR,Queens,11354.0,+17184828712,Coffee/Tea,2022-11-14,Violations were cited in the following area(s).,A,7.0,40.75947767553,-73.832243080099
50058390,LOS ALMUERZOS,Queens,11435.0,+17186572898,Mexican,2023-12-19,Violations were cited in the following area(s).,A,12.0,40.702518463323,-73.81458837956
50058412,ANGIOLINA'S RESTAURANT,Bronx,10452.0,+17183002059,Spanish,2022-02-02,Violations were cited in the following area(s).,Z,25.0,40.838527089979,-73.918894658401
50058432,WHITE NOISE COFFEE,Queens,11358.0,+16465960022,Coffee/Tea,2022-05-31,Violations were cited in the following area(s).,A,12.0,40.761214061503,-73.803880147239
50058456,SAMI'S KABAB HOUSE,Queens,11106.0,+19178327165,Afghan,2023-04-04,Violations were cited in the following area(s).,A,10.0,40.758921820015,-73.93270868258
50058475,YI MIN RESTAURANT,Brooklyn,11218.0,+17186336723,Chinese,2023-10-26,Violations were cited in the following area(s).,A,12.0,40.6434933021,-73.98997896399
50058493,NEW YORK SAL'S PIZZERIA,Manhattan,10019.0,+12122473628,Pizza,2022-12-08,Violations were cited in the following area(s).,A,8.0,40.763733649336,-73.992462480043
50058502,PRET A MANGER,Manhattan,10016.0,+16464280505,American,2023-04-25,Violations were cited in the following area(s).,A,5.0,40.75073822369,-73.978665921568
50058511,MI TAQUERIA TOLTE RESTAURANT,Queens,11373.0,+17187603778,Mexican,2023-10-10,Violations were cited in the following area(s).,B,17.0,40.742429211157,-73.872163078491
50058533,NEW SAN FRANCISCO RESTAURANT,Manhattan,10032.0,+12125684040,Latin American,2023-02-08,Violations were cited in the following area(s).,B,23.0,40.840619634979,-73.938252899399
50058548,PINO'S PIZZERIA,Staten Island,10309.0,+17189669486,Pizza,2023-04-20,Violations were cited in the following area(s).,A,12.0,40.552178409763,-74.212114409841
50058554,SIPS AND MAKER,Staten Island,10306.0,+17186689474,Coffee/Tea,2022-12-22,Violations were cited in the following area(s).,A,10.0,40.571766872383,-74.112218316455
50058583,VEGGIES,Brooklyn,11225.0,+13475338262,"Juice, Smoothies, Fruit Salads",2022-11-04,Violations were cited in the following area(s).,B,25.0,40.664360059494,-73.951003694438
50058588,SWEETGREEN,Manhattan,10022.0,+16466785545,Salads,2023-03-13,Violations were cited in the following area(s).,A,13.0,40.760645501134,-73.972529761483
50058592,HOTEL RL,Brooklyn,11221.0,+17187154850,American,2022-04-22,Violations were cited in the following area(s).,A,12.0,40.694531274172,-73.930923959136
50058614,BA SAK CHICKEN,Queens,11358.0,+17183538484,Korean,2023-02-16,Violations were cited in the following area(s).,C,35.0,40.757996319646,-73.795515337833
